"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.270715516E0,-1.436521020E-2,-7.422025502E-2,9.917082787E0,9.917370922E0
6.272715249E0,-1.915361360E-2,-5.746084079E-2,9.897929192E0,9.898114512E0
6.274714982E0,-2.633621916E-2,-6.464344263E-2,9.893140793E0,9.893387040E0
6.276714715E0,-2.633621916E-2,-6.464344263E-2,9.895534515E0,9.895780703E0
6.278714448E0,-2.394201607E-2,-5.027823523E-2,9.895534515E0,9.895691207E0
6.280714181E0,-2.394201607E-2,-4.548983276E-2,9.890746117E0,9.890879702E0
6.282713914E0,-1.675941236E-2,-3.830722719E-2,9.876380920E0,9.876469430E0
6.284713647E0,-2.873042040E-2,-3.830722719E-2,9.864410400E0,9.864526620E0
6.286713447E0,-3.591302410E-2,-4.548983276E-2,9.859622002E0,9.859792345E0
6.288713180E0,-1.915361360E-2,-5.746084079E-2,9.847650528E0,9.847836794E0
6.290712913E0,-1.197100803E-2,-5.506663769E-2,9.847650528E0,9.847811765E0
6.292712646E0,-1.436521020E-2,-5.506663769E-2,9.857227325E0,9.857391604E0
6.294712379E0,-4.070143029E-2,-4.548983276E-2,9.862015724E0,9.862204626E0
6.296712112E0,-3.591302410E-2,-3.830722719E-2,9.864410400E0,9.864550154E0
6.298711845E0,-2.394201607E-2,-4.070143029E-2,9.873987198E0,9.874100111E0
6.300711578E0,-2.154781483E-2,-5.985504389E-2,9.897929192E0,9.898133623E0
6.302711378E0,-2.394201607E-2,-6.224924326E-2,9.900322914E0,9.900547560E0
6.304711111E0,-4.070143029E-2,-4.548983276E-2,9.897929192E0,9.898117408E0
6.306710844E0,-3.351882473E-2,-4.788403213E-2,9.888352394E0,9.888525141E0
6.308710577E0,-3.351882473E-2,-4.788403213E-2,9.883563995E0,9.883736826E0
6.310710310E0,-2.873042040E-2,-4.788403213E-2,9.871592522E0,9.871750464E0
6.312710043E0,-3.591302410E-2,-4.788403213E-2,9.859622002E0,9.859803682E0
6.314709776E0,-3.112462163E-2,-3.112462163E-2,9.850045204E0,9.850143553E0
6.316709509E0,-2.394201607E-2,-2.394201607E-2,9.842862129E0,9.842920366E0
6.318709309E0,-2.873042040E-2,-2.873042040E-2,9.818920135E0,9.819004201E0
6.320709042E0,-2.633621916E-2,-4.070143029E-2,9.821314812E0,9.821434459E0
6.322708775E0,-3.351882473E-2,-3.591302410E-2,9.816526413E0,9.816649330E0
6.324708508E0,-4.070143029E-2,-3.591302410E-2,9.814131737E0,9.814281843E0
6.326708241E0,-4.070143029E-2,-3.112462163E-2,9.811738014E0,9.811871799E0
6.328707974E0,-4.070143029E-2,-3.830722719E-2,9.811738014E0,9.811897213E0
6.330707707E0,-3.112462163E-2,-3.591302410E-2,9.804554939E0,9.804670114E0
6.332707507E0,-1.915361360E-2,-4.309562966E-2,9.799766541E0,9.799880017E0
6.334707307E0,-1.915361360E-2,-4.548983276E-2,9.809343338E0,9.809467514E0
6.336707040E0,-9.576806799E-3,-5.267243832E-2,9.823708534E0,9.823854410E0
6.338706773E0,-7.182605099E-3,-5.267243832E-2,9.818920135E0,9.819064039E0
6.340706506E0,-1.436521020E-2,-5.027823523E-2,9.842862129E0,9.843001024E0
6.342706239E0,-1.915361360E-2,-5.985504389E-2,9.857227325E0,9.857427658E0
6.344705972E0,-1.915361360E-2,-5.267243832E-2,9.862015724E0,9.862174983E0
6.346705705E0,-2.873042040E-2,-5.746084079E-2,9.866804123E0,9.867013266E0
6.348705505E0,-2.633621916E-2,-5.506663769E-2,9.859622002E0,9.859810949E0
6.350705238E0,-2.633621916E-2,-6.943184882E-2,9.866804123E0,9.867083560E0
6.352704971E0,-2.154781483E-2,-7.422025502E-2,9.869198799E0,9.869501400E0
6.354704704E0,-1.675941236E-2,-6.943184882E-2,9.854833603E0,9.855092440E0
6.356704437E0,-7.182605099E-3,-6.224924326E-2,9.838073730E0,9.838273288E0
6.358704170E0,-2.394201700E-3,-5.746084079E-2,9.830891609E0,9.831059826E0
6.360703903E0,-1.197100803E-2,-5.985504389E-2,9.804554939E0,9.804744948E0
6.362703636E0,-1.197100803E-2,-6.943184882E-2,9.797372818E0,9.797626152E0
6.364703436E0,-4.788403399E-3,-6.943184882E-2,9.792584419E0,9.792831731E0
6.366703169E0,2.394201700E-3,-7.182604820E-2,9.816526413E0,9.816789472E0
6.368702902E0,-1.915361360E-2,-6.224924326E-2,9.833285332E0,9.833501017E0
6.370702635E0,-2.394201607E-2,-6.703764945E-2,9.840468407E0,9.840725874E0
6.372702368E0,-1.915361360E-2,-8.379705995E-2,9.876380920E0,9.876754978E0
6.374702101E0,-1.436521020E-2,-7.900865376E-2,9.888352394E0,9.888678466E0
6.376701834E0,-1.915361360E-2,-6.703764945E-2,9.919476509E0,9.919721524E0
6.378701567E0,-2.394201607E-2,-8.619125932E-2,9.933841705E0,9.934244469E0
6.380701367E0,-2.394201607E-2,-7.422025502E-2,9.933841705E0,9.934147819E0
6.382701100E0,-1.675941236E-2,-6.464344263E-2,9.926659584E0,9.926884212E0
6.384700833E0,-1.675941236E-2,-7.661445439E-2,9.943418503E0,9.943727781E0
6.386700566E0,-9.576806799E-3,-8.379705995E-2,9.936236382E0,9.936594341E0
6.388700299E0,-4.788403399E-3,-8.140286058E-2,9.900322914E0,9.900658723E0
6.390700032E0,0.000000000E0,-7.900865376E-2,9.876380920E0,9.876696940E0
6.392699765E0,2.394201700E-3,-7.900865376E-2,9.847650528E0,9.847967761E0
6.394699498E0,-4.788403399E-3,-7.900865376E-2,9.816526413E0,9.816845528E0
6.396699298E0,0.000000000E0,-7.182604820E-2,9.804554939E0,9.804818027E0
6.398699031E0,-1.436521020E-2,-6.224924326E-2,9.816526413E0,9.816734291E0
6.400698764E0,-2.633621916E-2,-5.985504389E-2,9.818920135E0,9.819137887E0
6.402698497E0,-1.675941236E-2,-5.267243832E-2,9.826103210E0,9.826258676E0
6.404698230E0,-1.436521020E-2,-6.224924326E-2,9.835680008E0,9.835887481E0
6.406697963E0,-1.915361360E-2,-6.943184882E-2,9.845256805E0,9.845520261E0
6.408697696E0,0.000000000E0,-8.379705995E-2,9.876380920E0,9.876736406E0
6.410697496E0,-7.182605099E-3,-7.661445439E-2,9.890746117E0,9.891045451E0
6.412697296E0,-1.197100803E-2,-7.182604820E-2,9.895534515E0,9.895802425E0
6.414697062E0,-1.915361360E-2,-7.182604820E-2,9.885957718E0,9.886237193E0
6.416696828E0,-2.633621916E-2,-7.900865376E-2,9.883563995E0,9.883914873E0
6.418696594E0,-3.830722719E-2,-7.900865376E-2,9.902717590E0,9.903106860E0
6.420696360E0,-3.591302410E-2,-6.224924326E-2,9.895534515E0,9.895795474E0
6.422696126E0,-4.070143029E-2,-5.746084079E-2,9.883563995E0,9.883814831E0
6.424695892E0,-4.788403213E-2,-5.506663769E-2,9.847650528E0,9.847920904E0
6.426695725E0,-4.070143029E-2,-5.267243832E-2,9.847650528E0,9.847875503E0
6.428695491E0,-3.830722719E-2,-5.506663769E-2,9.835680008E0,9.835908753E0
6.430695257E0,-3.591302410E-2,-5.267243832E-2,9.811738014E0,9.811945118E0
6.432695023E0,-3.591302410E-2,-5.985504389E-2,9.802161217E0,9.802409749E0
6.434694789E0,-3.351882473E-2,-5.985504389E-2,9.804554939E0,9.804794934E0
6.436694555E0,-4.548983276E-2,-3.830722719E-2,9.787796021E0,9.787976691E0
6.438694321E0,-5.027823523E-2,-4.548983276E-2,9.792584419E0,9.792819146E0
6.440694087E0,-4.788403213E-2,-4.788403213E-2,9.799766541E0,9.800000511E0
6.442693920E0,-5.027823523E-2,-5.027823523E-2,9.804554939E0,9.804812765E0
6.444693686E0,-3.351882473E-2,-3.112462163E-2,9.797372818E0,9.797479594E0
6.446693452E0,-3.830722719E-2,-3.830722719E-2,9.811738014E0,9.811887573E0
6.448693218E0,-4.788403213E-2,-3.112462163E-2,9.823708534E0,9.823874541E0
6.450692984E0,-5.746084079E-2,-4.070143029E-2,9.835680008E0,9.835932064E0
6.452692750E0,-4.548983276E-2,-3.112462163E-2,9.842862129E0,9.843016456E0
6.454692516E0,-4.548983276E-2,-3.351882473E-2,9.840468407E0,9.840630635E0
6.456692282E0,-4.548983276E-2,-4.070143029E-2,9.830891609E0,9.831081109E0
6.458692115E0,-4.309562966E-2,-4.309562966E-2,9.830891609E0,9.831080525E0
6.460691881E0,-3.830722719E-2,-3.112462163E-2,9.840468407E0,9.840592190E0
6.462691647E0,-4.548983276E-2,-2.873042040E-2,9.821314812E0,9.821462182E0
6.464691413E0,-3.830722719E-2,-3.112462163E-2,9.802161217E0,9.802285484E0
6.466691179E0,-3.351882473E-2,-3.112462163E-2,9.799766541E0,9.799873290E0
6.468690945E0,-2.633621916E-2,-2.633621916E-2,9.797372818E0,9.797443612E0
6.470690711E0,-3.830722719E-2,-3.112462163E-2,9.790189743E0,9.790314162E0
6.472690477E0,-3.830722719E-2,-2.873042040E-2,9.797372818E0,9.797489832E0
6.474690277E0,-3.591302410E-2,-3.112462163E-2,9.804554939E0,9.804670114E0
6.476690010E0,-3.591302410E-2,-3.830722719E-2,9.833285332E0,9.833425527E0
6.478689743E0,-4.070143029E-2,-3.591302410E-2,9.835680008E0,9.835829786E0
6.480689476E0,-2.873042040E-2,-4.070143029E-2,9.842862129E0,9.842988212E0
6.482689209E0,-2.394201607E-2,-4.070143029E-2,9.876380920E0,9.876493807E0
6.484688942E0,-2.394201607E-2,-4.309562966E-2,9.888352394E0,9.888475288E0
6.486688675E0,-1.675941236E-2,-4.070143029E-2,9.907505989E0,9.907603767E0
6.488688475E0,-9.576806799E-3,-3.112462163E-2,9.926659584E0,9.926712999E0
6.490688275E0,-1.436521020E-2,-2.633621916E-2,9.929053307E0,9.929098626E0
6.492688008E0,-1.436521020E-2,-3.351882473E-2,9.926659584E0,9.926726569E0
6.494687741E0,-9.576806799E-3,-2.633621916E-2,9.907505989E0,9.907545621E0
6.496687474E0,1.197100803E-2,-3.351882473E-2,9.900322914E0,9.900386892E0
6.498687207E0,4.788403399E-3,-2.633621916E-2,9.897929192E0,9.897965387E0
6.500686940E0,4.788403399E-3,-2.873042040E-2,9.895534515E0,9.895577381E0
6.502686673E0,1.436521020E-2,-1.915361360E-2,9.885957718E0,9.885986709E0
6.504686473E0,7.182605099E-3,-7.182605099E-3,9.869198799E0,9.869204026E0
6.506686273E0,9.576806799E-3,-1.675941236E-2,9.864410400E0,9.864429286E0
6.508686006E0,2.394201700E-3,-2.633621916E-2,9.854833603E0,9.854869084E0
6.510685739E0,0.000000000E0,-3.351882473E-2,9.852438927E0,9.852495943E0
6.512685472E0,2.394201700E-3,-4.309562966E-2,9.852438927E0,9.852533470E0
6.514685205E0,9.576806799E-3,-4.548983276E-2,9.864410400E0,9.864519937E0
6.516684938E0,2.394201700E-3,-5.506663769E-2,9.878775597E0,9.878929363E0
6.518684671E0,-2.394201700E-3,-5.267243832E-2,9.914688110E0,9.914828311E0
6.520684471E0,4.788403399E-3,-6.224924326E-2,9.926659584E0,9.926855917E0
6.522684204E0,1.436521020E-2,-6.224924326E-2,9.926659584E0,9.926865156E0
6.524683937E0,0.000000000E0,-7.661445439E-2,9.929053307E0,9.929348888E0
6.526683670E0,2.394201700E-3,-7.422025502E-2,9.919476509E0,9.919754462E0
6.528683403E0,4.788403399E-3,-6.224924326E-2,9.907505989E0,9.907702701E0
6.530683136E0,-4.788403399E-3,-6.464344263E-2,9.878775597E0,9.878988258E0
6.532682869E0,-4.788403399E-3,-7.182604820E-2,9.862015724E0,9.862278441E0
6.534682602E0,7.182605099E-3,-6.464344263E-2,9.840468407E0,9.840683352E0
6.536682402E0,1.675941236E-2,-7.661445439E-2,9.821314812E0,9.821627934E0
6.538682135E0,-7.182605099E-3,-6.943184882E-2,9.787796021E0,9.788044918E0
6.540681868E0,-4.788403399E-3,-5.506663769E-2,9.771036148E0,9.771192490E0
6.542681601E0,4.788403399E-3,-5.267243832E-2,9.771036148E0,9.771179290E0
6.544681334E0,-1.197100803E-2,-4.548983276E-2,9.775824547E0,9.775937715E0
6.546681067E0,-1.675941236E-2,-5.267243832E-2,9.792584419E0,9.792740417E0
6.548681367E0,-1.675941236E-2,-5.746084079E-2,9.799766541E0,9.799949330E0
6.550681100E0,-1.675941236E-2,-7.422025502E-2,9.802161217E0,9.802456531E0
6.552680900E0,-1.197100803E-2,-7.422025502E-2,9.809343338E0,9.809631424E0
6.554680633E0,-1.197100803E-2,-5.746084079E-2,9.826103210E0,9.826278510E0
6.556680366E0,-2.154781483E-2,-6.703764945E-2,9.814131737E0,9.814384347E0
6.558680099E0,-1.675941236E-2,-6.224924326E-2,9.821314812E0,9.821526382E0
6.560679832E0,-2.154781483E-2,-5.985504389E-2,9.823708534E0,9.823914510E0
6.562679565E0,-2.154781483E-2,-4.788403213E-2,9.821314812E0,9.821455178E0
6.564679298E0,-2.154781483E-2,-4.309562966E-2,9.821314812E0,9.821433000E0
6.566679031E0,-4.309562966E-2,-4.070143029E-2,9.828496933E0,9.828675689E0
6.568678831E0,-4.548983276E-2,-3.351882473E-2,9.833285332E0,9.833447679E0
6.570678564E0,-5.506663769E-2,-2.633621916E-2,9.830891609E0,9.831081109E0
6.572678297E0,-3.112462163E-2,-2.394201607E-2,9.840468407E0,9.840546754E0
6.574678030E0,-1.915361360E-2,-2.394201607E-2,9.771036148E0,9.771084253E0
6.576677763E0,-2.633621916E-2,-2.394201700E-3,9.763854027E0,9.763889839E0
6.578677496E0,-2.394201607E-2,-9.576806799E-3,9.783007622E0,9.783041606E0
6.580677229E0,-3.830722719E-2,-2.873042040E-2,9.775824547E0,9.775941819E0
6.582677029E0,-2.633621916E-2,-3.830722719E-2,9.766247749E0,9.766358387E0
6.584676829E0,-3.351882473E-2,-5.267243832E-2,9.790189743E0,9.790388813E0
6.586676562E0,-3.112462163E-2,-4.788403213E-2,9.823708534E0,9.823874541E0
6.588676295E0,-2.154781483E-2,-4.788403213E-2,9.809343338E0,9.809483876E0
6.590676028E0,-2.154781483E-2,-5.985504389E-2,9.828496933E0,9.828702808E0
6.592675761E0,-7.182605099E-3,-6.224924326E-2,9.871592522E0,9.871791401E0
6.594675494E0,-4.788403399E-3,-6.943184882E-2,9.878775597E0,9.879020751E0
6.596675227E0,-7.182605099E-3,-6.464344263E-2,9.902717590E0,9.902931184E0
6.598675027E0,0.000000000E0,-5.506663769E-2,9.921871185E0,9.922023995E0
6.600674760E0,2.394201700E-3,-5.506663769E-2,9.912294388E0,9.912447634E0
6.602674493E0,4.788403399E-3,-6.703764945E-2,9.881169319E0,9.881397881E0
6.604674226E0,4.788403399E-3,-5.027823523E-2,9.869198799E0,9.869328030E0
6.606673959E0,1.436521020E-2,-3.351882473E-2,9.823708534E0,9.823776221E0
6.608673125E0,1.197100803E-2,-4.070143029E-2,9.804554939E0,9.804646728E0
6.610672858E0,9.576806799E-3,-4.548983276E-2,9.787796021E0,9.787906415E0
6.612672591E0,4.788403399E-3,-5.267243832E-2,9.723152161E0,9.723296008E0
6.614672391E0,-2.394201700E-3,-6.703764945E-2,9.723152161E0,9.723383553E0
6.616672157E0,-7.182605099E-3,-6.703764945E-2,9.737517357E0,9.737750762E0
6.618671923E0,-7.182605099E-3,-7.661445439E-2,9.766247749E0,9.766550899E0
6.620671689E0,-4.788403399E-3,-7.900865376E-2,9.783007622E0,9.783327830E0
6.622671455E0,0.000000000E0,-8.379705995E-2,9.821314812E0,9.821672290E0
6.624671221E0,-4.788403399E-3,-9.097966552E-2,9.866804123E0,9.867224728E0
6.626670987E0,-2.394201700E-3,-8.858546615E-2,9.907505989E0,9.907902303E0
6.628670753E0,9.576806799E-3,-1.005564705E-1,9.919476509E0,9.919990803E0
6.630670586E0,0.000000000E0,-9.097966552E-2,9.931447983E0,9.931864696E0
6.632670386E0,4.788403399E-3,-8.379705995E-2,9.938630104E0,9.938984517E0
6.634670186E0,-2.394201700E-3,-7.900865376E-2,9.945813179E0,9.946127281E0
6.636669986E0,-4.788403399E-3,-8.619125932E-2,9.933841705E0,9.934216773E0
6.638669786E0,-1.675941236E-2,-7.661445439E-2,9.890746117E0,9.891057041E0
6.640669586E0,-7.182605099E-3,-5.985504389E-2,9.835680008E0,9.835864753E0
6.642669386E0,-1.675941236E-2,-5.985504389E-2,9.797372818E0,9.797569986E0
6.644669186E0,-7.182605099E-3,-5.746084079E-2,9.739912033E0,9.740084176E0
6.646669052E0,-1.675941236E-2,-5.506663769E-2,9.701604843E0,9.701775598E0
6.648668918E0,-1.675941236E-2,-5.985504389E-2,9.692028046E0,9.692227357E0
6.650668784E0,-2.873042040E-2,-7.422025502E-2,9.696816444E0,9.697143045E0
6.652668650E0,-3.112462163E-2,-7.422025502E-2,9.696816444E0,9.697150434E0
6.654668516E0,-3.591302410E-2,-6.943184882E-2,9.723152161E0,9.723466381E0
6.656668382E0,-5.506663769E-2,-8.619125932E-2,9.794978142E0,9.795512139E0
6.658668248E0,-5.267243832E-2,-8.619125932E-2,9.823708534E0,9.824227842E0
6.660668181E0,-4.788403213E-2,-8.140286058E-2,9.845256805E0,9.845709770E0
6.662668114E0,-3.591302410E-2,-8.858546615E-2,9.842862129E0,9.843326268E0
6.664667980E0,-4.548983276E-2,-8.140286058E-2,9.842862129E0,9.843303848E0
6.666667846E0,-5.506663769E-2,-7.422025502E-2,9.847650528E0,9.848084174E0
6.668667712E0,-5.985504389E-2,-7.422025502E-2,9.835680008E0,9.836142155E0
6.670667578E0,-6.464344263E-2,-7.661445439E-2,9.814131737E0,9.814643666E0
6.672667444E0,-5.267243832E-2,-7.422025502E-2,9.768642426E0,9.769066377E0
6.674667310E0,-5.027823523E-2,-7.422025502E-2,9.756670952E0,9.757082792E0
6.676667210E0,-4.788403213E-2,-6.224924326E-2,9.718363762E0,9.718681086E0
6.678667043E0,-4.788403213E-2,-7.182604820E-2,9.718363762E0,9.718747145E0
6.680666876E0,-4.309562966E-2,-6.464344263E-2,9.718363762E0,9.718674303E0
6.682666709E0,-4.070143029E-2,-5.267243832E-2,9.718363762E0,9.718591729E0
6.684666542E0,-3.591302410E-2,-5.267243832E-2,9.723152161E0,9.723361151E0
6.686666375E0,-3.351882473E-2,-6.703764945E-2,9.723152161E0,9.723441032E0
6.688666208E0,-2.873042040E-2,-7.900865376E-2,9.725546837E0,9.725910193E0
6.690666041E0,-2.154781483E-2,-7.182604820E-2,9.747094154E0,9.747382610E0
6.692665907E0,-1.675941236E-2,-6.943184882E-2,9.766247749E0,9.766508934E0
6.694665707E0,-1.915361360E-2,-7.661445439E-2,9.778219223E0,9.778538122E0
6.696665507E0,-2.633621916E-2,-6.224924326E-2,9.797372818E0,9.797605968E0
6.698665307E0,-9.576806799E-3,-6.224924326E-2,9.811738014E0,9.811940152E0
6.700665107E0,-7.182605099E-3,-6.224924326E-2,9.816526413E0,9.816726408E0
6.702664907E0,-1.197100803E-2,-5.746084079E-2,9.823708534E0,9.823883877E0
6.704664707E0,-1.675941236E-2,-5.746084079E-2,9.826103210E0,9.826285510E0
6.706664507E0,-3.112462163E-2,-5.267243832E-2,9.804554939E0,9.804745825E0
6.708664307E0,-2.633621916E-2,-5.267243832E-2,9.778219223E0,9.778396553E0
6.710664040E0,-2.633621916E-2,-4.309562966E-2,9.771036148E0,9.771166677E0
6.712663773E0,-2.394201607E-2,-4.070143029E-2,9.783007622E0,9.783121585E0
6.714663506E0,-2.154781483E-2,-3.351882473E-2,9.773430824E0,9.773512055E0
6.716663239E0,-1.915361360E-2,-4.070143029E-2,9.768642426E0,9.768745995E0
6.718662539E0,-3.591302410E-2,-5.027823523E-2,9.763854027E0,9.764049524E0
6.720662272E0,-3.830722719E-2,-4.309562966E-2,9.759065628E0,9.759235964E0
6.722662005E0,-2.394201607E-2,-4.309562966E-2,9.742305756E0,9.742430492E0
6.724661805E0,-1.915361360E-2,-3.112462163E-2,9.747094154E0,9.747162667E0
6.726661538E0,-3.830722719E-2,-4.070143029E-2,9.754277229E0,9.754437365E0
6.728661271E0,-3.830722719E-2,-3.351882473E-2,9.761459351E0,9.761592063E0
6.730661004E0,-3.591302410E-2,-2.873042040E-2,9.780612946E0,9.780721076E0
6.732660737E0,-2.873042040E-2,-5.506663769E-2,9.806949615E0,9.807146299E0
6.734660470E0,-2.873042040E-2,-6.464344263E-2,9.828496933E0,9.828751506E0
6.736660203E0,-3.351882473E-2,-6.464344263E-2,9.828496933E0,9.828766670E0
6.738660003E0,-2.394201700E-3,-5.267243832E-2,9.830891609E0,9.831033005E0
6.740659803E0,-9.576806799E-3,-4.788403213E-2,9.818920135E0,9.819041563E0
6.742659536E0,-7.182605099E-3,-5.746084079E-2,9.816526413E0,9.816697212E0
6.744659269E0,-9.576806799E-3,-5.506663769E-2,9.802161217E0,9.802320571E0
6.746659002E0,-7.182605099E-3,-3.591302410E-2,9.775824547E0,9.775893151E0
6.748658735E0,-9.576806799E-3,-2.633621916E-2,9.780612946E0,9.780653092E0
6.750658468E0,-1.436521020E-2,-3.830722719E-2,9.771036148E0,9.771121799E0
6.752658201E0,-2.154781483E-2,-4.309562966E-2,9.763854027E0,9.763972911E0
6.754658001E0,-1.675941236E-2,-3.830722719E-2,9.756670952E0,9.756760548E0
6.756657801E0,-1.436521020E-2,-3.591302410E-2,9.749488831E0,9.749565558E0
6.758657534E0,-1.436521020E-2,-3.591302410E-2,9.756670952E0,9.756747622E0
6.760657267E0,-1.436521020E-2,-3.591302410E-2,9.778219223E0,9.778295725E0
6.762657000E0,-1.197100803E-2,-2.873042040E-2,9.773430824E0,9.773480384E0
6.764656733E0,-2.633621916E-2,-2.394201607E-2,9.802161217E0,9.802225836E0
6.766656466E0,-3.351882473E-2,-5.027823523E-2,9.838073730E0,9.838259304E0
6.768656199E0,-3.591302410E-2,-5.746084079E-2,9.847650528E0,9.847883652E0
6.770655999E0,-2.873042040E-2,-4.070143029E-2,9.838073730E0,9.838199874E0
6.772655732E0,-3.591302410E-2,-3.351882473E-2,9.842862129E0,9.842984718E0
6.774655465E0,-3.830722719E-2,-2.633621916E-2,9.835680008E0,9.835789864E0
6.776655198E0,-4.070143029E-2,-3.591302410E-2,9.835680008E0,9.835829786E0
6.778655364E0,-4.070143029E-2,-3.112462163E-2,9.823708534E0,9.823842156E0
6.780655097E0,-3.591302410E-2,-2.394201607E-2,9.828496933E0,9.828591706E0
6.782654830E0,-2.394201607E-2,-2.873042040E-2,9.818920135E0,9.818991358E0
6.784654563E0,-2.873042040E-2,-2.394201607E-2,9.818920135E0,9.818991358E0
6.786654363E0,-3.112462163E-2,-2.394201607E-2,9.814131737E0,9.814210295E0
6.788654096E0,-2.394201607E-2,-2.633621916E-2,9.809343338E0,9.809407910E0
6.790653829E0,-2.154781483E-2,-1.915361360E-2,9.826103210E0,9.826145504E0
6.792653562E0,-1.915361360E-2,-2.394201607E-2,9.823708534E0,9.823756382E0
6.794653295E0,-1.675941236E-2,-3.112462163E-2,9.821314812E0,9.821378429E0
6.796653028E0,-1.197100803E-2,-2.873042040E-2,9.818920135E0,9.818969466E0
6.798652761E0,-1.436521020E-2,-4.070143029E-2,9.818920135E0,9.819015001E0
6.800652494E0,-1.915361360E-2,-4.788403213E-2,9.830891609E0,9.831026883E0
6.802653527E0,-3.351882473E-2,-2.394201607E-2,9.840468407E0,9.840554618E0
6.804653260E0,-2.154781483E-2,-2.394201607E-2,9.838073730E0,9.838126461E0
6.806652993E0,-1.197100803E-2,-2.394201607E-2,9.847650528E0,9.847686908E0
6.808652726E0,-4.788403399E-3,-3.112462163E-2,9.840468407E0,9.840518794E0
6.810652459E0,-7.182605099E-3,-3.112462163E-2,9.835680008E0,9.835731877E0
6.812652192E0,-1.197100803E-2,-2.154781483E-2,9.826103210E0,9.826134129E0
6.814651925E0,-1.915361360E-2,-3.112462163E-2,9.821314812E0,9.821382807E0
6.816651658E0,-1.197100803E-2,-3.112462163E-2,9.821314812E0,9.821371426E0
6.818651458E0,-2.154781483E-2,-1.915361360E-2,9.833285332E0,9.833327595E0
6.820651191E0,-1.915361360E-2,-1.436521020E-2,9.826103210E0,9.826132379E0
6.822650924E0,-2.633621916E-2,-2.873042040E-2,9.828496933E0,9.828574210E0
6.824650657E0,-2.394201607E-2,-3.112462163E-2,9.828496933E0,9.828575376E0
6.826650390E0,-2.154781483E-2,-3.591302410E-2,9.823708534E0,9.823797810E0
6.828650123E0,-1.197100803E-2,-2.873042040E-2,9.790189743E0,9.790239218E0
6.830649856E0,-1.197100803E-2,-2.394201607E-2,9.780612946E0,9.780649575E0
6.832649656E0,4.788403399E-3,-2.873042040E-2,9.783007622E0,9.783050981E0
6.834649456E0,9.576806799E-3,-4.309562966E-2,9.778219223E0,9.778318880E0
6.836649189E0,0.000000000E0,-5.027823523E-2,9.783007622E0,9.783136819E0
6.838648922E0,-2.394201700E-3,-5.985504389E-2,9.792584419E0,9.792767636E0
6.840648655E0,-9.576806799E-3,-5.506663769E-2,9.794978142E0,9.795137613E0
6.842648388E0,-2.394201700E-3,-4.548983276E-2,9.790189743E0,9.790295719E0
6.844648121E0,4.788403399E-3,-5.506663769E-2,9.802161217E0,9.802317062E0
6.846647854E0,-7.182605099E-3,-6.464344263E-2,9.816526413E0,9.816741882E0
6.848647654E0,-9.576806799E-3,-6.464344263E-2,9.818920135E0,9.819137595E0
6.850647387E0,-4.788403399E-3,-3.830722719E-2,9.804554939E0,9.804630943E0
6.852647120E0,-2.394201700E-3,-4.309562966E-2,9.799766541E0,9.799861592E0
6.854646853E0,-7.182605099E-3,-5.506663769E-2,9.794978142E0,9.795135564E0
6.856646586E0,-7.182605099E-3,-5.985504389E-2,9.792584419E0,9.792769977E0
6.858646319E0,-4.788403399E-3,-4.548983276E-2,9.783007622E0,9.783114554E0
6.860646052E0,-9.576806799E-3,-4.788403213E-2,9.785401344E0,9.785523188E0
6.862644552E0,-2.394201607E-2,-5.985504389E-2,9.790189743E0,9.790401986E0
6.864644352E0,-2.394201607E-2,-6.703764945E-2,9.778219223E0,9.778478329E0
6.866644085E0,-2.873042040E-2,-6.703764945E-2,9.778219223E0,9.778491226E0
6.868643818E0,-1.436521020E-2,-6.703764945E-2,9.787796021E0,9.788036133E0
6.870643551E0,-1.675941236E-2,-5.985504389E-2,9.792584419E0,9.792781684E0
6.872643284E0,-1.915361360E-2,-6.464344263E-2,9.797372818E0,9.797604798E0
6.874643017E0,-3.591302410E-2,-7.661445439E-2,9.816526413E0,9.816891073E0
6.876642750E0,-2.873042040E-2,-7.900865376E-2,9.828496933E0,9.828856483E0
6.878642483E0,-3.351882473E-2,-8.140286058E-2,9.828496933E0,9.828891184E0
6.880642283E0,-2.873042040E-2,-7.182604820E-2,9.826103210E0,9.826407722E0
6.882642016E0,-1.675941236E-2,-6.943184882E-2,9.826103210E0,9.826362804E0
6.884641749E0,2.394201700E-3,-8.858546615E-2,9.830891609E0,9.831291011E0
6.886641049E0,0.000000000E0,-6.943184882E-2,9.826103210E0,9.826348512E0
6.888640782E0,-4.788403399E-3,-5.746084079E-2,9.830891609E0,9.831060701E0
6.890640515E0,-3.112462163E-2,-5.506663769E-2,9.821314812E0,9.821518503E0
6.892640248E0,-1.197100803E-2,-7.422025502E-2,9.816526413E0,9.816814288E0
6.894639981E0,-1.915361360E-2,-8.619125932E-2,9.821314812E0,9.821711685E0
6.896639781E0,-2.154781483E-2,-7.422025502E-2,9.821314812E0,9.821618888E0
6.898639514E0,-1.915361360E-2,-6.943184882E-2,9.826103210E0,9.826367179E0
6.900639247E0,-2.633621916E-2,-7.661445439E-2,9.818920135E0,9.819254350E0
6.902638980E0,-3.112462163E-2,-7.900865376E-2,9.814131737E0,9.814499114E0
