"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.626821793E0,-3.351882473E-2,1.005564705E-1,9.790189743E0,9.790763521E0
3.628821526E0,-4.070143029E-2,1.125274822E-1,9.797372818E0,9.798103550E0
3.630821259E0,-2.873042040E-2,1.005564705E-1,9.806949615E0,9.807507216E0
3.632821059E0,-2.154781483E-2,9.576806426E-2,9.811738014E0,9.812229038E0
3.634820859E0,-2.633621916E-2,8.379705995E-2,9.802161217E0,9.802554772E0
3.636820592E0,-3.351882473E-2,9.576806426E-2,9.809343338E0,9.809868080E0
3.638820325E0,-4.070143029E-2,9.337386489E-2,9.802161217E0,9.802690437E0
3.640820058E0,-2.633621916E-2,9.816227108E-2,9.814131737E0,9.814657975E0
3.642819791E0,-2.394201607E-2,1.029506698E-1,9.806949615E0,9.807519198E0
3.644819091E0,-1.436521020E-2,1.125274822E-1,9.811738014E0,9.812393778E0
3.646818824E0,-2.154781483E-2,1.101332754E-1,9.799766541E0,9.800409068E0
3.648818624E0,-3.351882473E-2,9.097966552E-2,9.804554939E0,9.805034338E0
3.650818357E0,-4.788403213E-2,9.576806426E-2,9.792584419E0,9.793169763E0
3.652818090E0,-4.788403213E-2,9.576806426E-2,9.792584419E0,9.793169763E0
3.654817823E0,-4.070143029E-2,7.900865376E-2,9.797372818E0,9.797775927E0
3.656818489E0,-2.873042040E-2,9.337386489E-2,9.799766541E0,9.800253485E0
3.658818222E0,-1.675941236E-2,9.097966552E-2,9.809343338E0,9.809779554E0
3.660817955E0,-3.351882473E-2,9.576806426E-2,9.809343338E0,9.809868080E0
3.662817255E0,-3.591302410E-2,1.005564705E-1,9.806949615E0,9.807530888E0
3.664817055E0,-3.591302410E-2,9.816227108E-2,9.806949615E0,9.807506632E0
3.666816788E0,-2.873042040E-2,9.576806426E-2,9.809343338E0,9.809852888E0
3.668816521E0,-2.154781483E-2,9.576806426E-2,9.806949615E0,9.807440879E0
3.670816254E0,-3.830722719E-2,1.221042871E-1,9.799766541E0,9.800602081E0
3.672815987E0,-3.591302410E-2,1.173158810E-1,9.794978142E0,9.795746503E0
3.674815720E0,-4.070143029E-2,1.005564705E-1,9.802161217E0,9.802761485E0
3.676815453E0,-3.830722719E-2,9.337386489E-2,9.797372818E0,9.797892644E0
3.678815186E0,-4.309562966E-2,1.029506698E-1,9.802161217E0,9.802796570E0
3.680814986E0,-3.591302410E-2,8.379705995E-2,9.794978142E0,9.795402416E0
3.682814952E0,-4.070143029E-2,9.097966552E-2,9.797372818E0,9.797879773E0
3.684814685E0,-3.351882473E-2,1.005564705E-1,9.799766541E0,9.800339758E0
3.686814418E0,-2.394201607E-2,9.576806426E-2,9.787796021E0,9.788293808E0
3.688814151E0,-3.591302410E-2,9.097966552E-2,9.790189743E0,9.790678334E0
3.690813884E0,-3.830722719E-2,8.379705995E-2,9.806949615E0,9.807382431E0
3.692813617E0,-2.873042040E-2,8.379705995E-2,9.806949615E0,9.807349700E0
3.694813350E0,-2.154781483E-2,9.576806426E-2,9.809343338E0,9.809834481E0
3.696813150E0,-4.309562966E-2,1.005564705E-1,9.799766541E0,9.800377191E0
3.698812883E0,-5.267243832E-2,1.029506698E-1,9.787796021E0,9.788479155E0
3.700812616E0,-2.873042040E-2,1.029506698E-1,9.787796021E0,9.788379601E0
3.702812349E0,-2.873042040E-2,9.576806426E-2,9.792584419E0,9.793094841E0
3.704812515E0,-3.591302410E-2,9.337386489E-2,9.797372818E0,9.797883575E0
3.706812248E0,-2.873042040E-2,8.858546615E-2,9.794978142E0,9.795420850E0
3.708811981E0,-3.591302410E-2,1.053448766E-1,9.792584419E0,9.793216882E0
3.710811781E0,-3.591302410E-2,1.077390760E-1,9.804554939E0,9.805212645E0
3.712811581E0,-3.112462163E-2,1.053448766E-1,9.806949615E0,9.807564787E0
3.714811314E0,-3.112462163E-2,1.029506698E-1,9.804554939E0,9.805144830E0
3.716811047E0,-3.591302410E-2,9.576806426E-2,9.804554939E0,9.805088415E0
3.718810780E0,-4.548983276E-2,9.097966552E-2,9.802161217E0,9.802688975E0
3.720810513E0,-4.309562966E-2,1.077390760E-1,9.794978142E0,9.795665457E0
3.722810679E0,-3.830722719E-2,1.053448766E-1,9.799766541E0,9.800407606E0
3.724810412E0,-3.351882473E-2,1.053448766E-1,9.794978142E0,9.795601965E0
3.726810212E0,-3.351882473E-2,9.097966552E-2,9.799766541E0,9.800246173E0
3.728810012E0,-4.788403213E-2,1.005564705E-1,9.802161217E0,9.802793939E0
3.730809745E0,-4.548983276E-2,1.077390760E-1,9.797372818E0,9.798070788E0
3.732809478E0,-4.548983276E-2,1.077390760E-1,9.802161217E0,9.802858846E0
3.734809211E0,-4.548983276E-2,9.337386489E-2,9.792584419E0,9.793135229E0
3.736808944E0,-5.506663769E-2,1.029506698E-1,9.794978142E0,9.795673942E0
3.738808677E0,-4.548983276E-2,9.576806426E-2,9.787796021E0,9.788370231E0
3.740808410E0,-2.633621916E-2,9.816227108E-2,9.778219223E0,9.778747394E0
3.742807976E0,-3.351882473E-2,9.576806426E-2,9.785401344E0,9.785927371E0
3.744807709E0,-3.112462163E-2,9.337386489E-2,9.804554939E0,9.805048953E0
3.746807442E0,-2.873042040E-2,1.029506698E-1,9.811738014E0,9.812320171E0
3.748807175E0,-2.873042040E-2,1.101332754E-1,9.806949615E0,9.807610083E0
3.750806908E0,-4.070143029E-2,1.005564705E-1,9.809343338E0,9.809943167E0
3.752806208E0,-5.027823523E-2,9.337386489E-2,9.806949615E0,9.807522997E0
3.754805941E0,-5.027823523E-2,9.337386489E-2,9.804554939E0,9.805128461E0
3.756805674E0,-5.027823523E-2,9.097966552E-2,9.806949615E0,9.807500495E0
3.758805474E0,-3.351882473E-2,1.029506698E-1,9.809343338E0,9.809940829E0
3.760805207E0,-3.591302410E-2,1.029506698E-1,9.804554939E0,9.805161199E0
3.762804940E0,-3.591302410E-2,9.816227108E-2,9.804554939E0,9.805112092E0
3.764804673E0,-2.394201607E-2,9.337386489E-2,9.794978142E0,9.795452450E0
3.766804406E0,-2.633621916E-2,1.053448766E-1,9.802161217E0,9.802762654E0
3.768804139E0,-2.394201607E-2,1.053448766E-1,9.802161217E0,9.802756514E0
3.770803872E0,-3.112462163E-2,1.029506698E-1,9.804554939E0,9.805144830E0
3.772803605E0,-3.112462163E-2,1.029506698E-1,9.804554939E0,9.805144830E0
3.774803405E0,-2.633621916E-2,1.125274822E-1,9.816526413E0,9.817206672E0
3.776803171E0,-3.112462163E-2,1.197100878E-1,9.811738014E0,9.812517623E0
3.778802937E0,-3.112462163E-2,1.221042871E-1,9.809343338E0,9.810152645E0
3.780802703E0,-4.548983276E-2,1.101332754E-1,9.797372818E0,9.798097407E0
3.782802469E0,-4.070143029E-2,1.077390760E-1,9.799766541E0,9.800443284E0
3.784802235E0,-2.873042040E-2,9.816227108E-2,9.809343338E0,9.809876553E0
3.786802001E0,-3.112462163E-2,9.097966552E-2,9.797372818E0,9.797844670E0
3.788801767E0,-4.070143029E-2,9.337386489E-2,9.792584419E0,9.793114157E0
3.790801600E0,-4.309562966E-2,9.816227108E-2,9.799766541E0,9.800352918E0
3.792801366E0,-4.309562966E-2,9.097966552E-2,9.802161217E0,9.802678157E0
3.794801132E0,-3.830722719E-2,8.619125932E-2,9.804554939E0,9.805008615E0
3.796800898E0,-3.112462163E-2,1.077390760E-1,9.797372818E0,9.798014625E0
3.798800664E0,-2.394201607E-2,1.197100878E-1,9.787796021E0,9.788557333E0
3.800800430E0,-4.070143029E-2,1.077390760E-1,9.799766541E0,9.800443284E0
3.802800196E0,-3.351882473E-2,1.125274822E-1,9.792584419E0,9.793288291E0
3.804800029E0,-3.112462163E-2,1.077390760E-1,9.783007622E0,9.783650371E0
3.806799862E0,-4.070143029E-2,1.005564705E-1,9.790189743E0,9.790790745E0
3.808799628E0,-3.351882473E-2,1.077390760E-1,9.797372818E0,9.798022523E0
3.810799394E0,-3.830722719E-2,1.077390760E-1,9.804554939E0,9.805221706E0
3.812799594E0,-4.070143029E-2,1.125274822E-1,9.802161217E0,9.802891592E0
3.814799360E0,-4.309562966E-2,1.197100878E-1,9.794978142E0,9.795804435E0
3.816799126E0,-3.830722719E-2,1.197100878E-1,9.797372818E0,9.798179019E0
3.818798892E0,-1.915361360E-2,1.125274822E-1,9.799766541E0,9.800431294E0
3.820798725E0,-2.873042040E-2,9.576806426E-2,9.792584419E0,9.793094841E0
3.822798491E0,-3.351882473E-2,8.140286058E-2,9.804554939E0,9.804950153E0
3.824798257E0,-2.873042040E-2,9.337386489E-2,9.818920135E0,9.819406130E0
3.826798023E0,-3.591302410E-2,8.858546615E-2,9.806949615E0,9.807415454E0
3.828797789E0,-5.027823523E-2,1.101332754E-1,9.802161217E0,9.802908842E0
3.830797722E0,-4.548983276E-2,1.197100878E-1,9.799766541E0,9.800603251E0
3.832797488E0,-4.548983276E-2,1.125274822E-1,9.804554939E0,9.805306182E0
3.834797254E0,-3.591302410E-2,1.005564705E-1,9.794978142E0,9.795560124E0
3.836797054E0,-4.548983276E-2,9.337386489E-2,9.797372818E0,9.797923358E0
3.838796787E0,-5.746084079E-2,9.337386489E-2,9.790189743E0,9.790803625E0
3.840796520E0,-4.788403213E-2,1.077390760E-1,9.799766541E0,9.800475745E0
3.842796253E0,-3.830722719E-2,1.077390760E-1,9.804554939E0,9.805221706E0
3.844795986E0,-4.070143029E-2,9.097966552E-2,9.797372818E0,9.797879773E0
3.846795719E0,-3.830722719E-2,8.379705995E-2,9.794978142E0,9.795411486E0
3.848795452E0,-3.112462163E-2,9.337386489E-2,9.802161217E0,9.802655351E0
3.850795185E0,-2.873042040E-2,9.097966552E-2,9.809343338E0,9.809807310E0
3.852794985E0,-3.591302410E-2,9.097966552E-2,9.814131737E0,9.814619136E0
3.854794718E0,-5.506663769E-2,9.097966552E-2,9.804554939E0,9.805131676E0
3.856794451E0,-5.267243832E-2,8.858546615E-2,9.806949615E0,9.807491144E0
3.858794184E0,-3.830722719E-2,8.619125932E-2,9.804554939E0,9.805008615E0
3.860793917E0,-3.591302410E-2,9.097966552E-2,9.811738014E0,9.812225533E0
3.862793650E0,-3.591302410E-2,9.816227108E-2,9.818920135E0,9.819476473E0
3.864793383E0,-2.873042040E-2,1.053448766E-1,9.794978142E0,9.795586750E0
3.866793116E0,-3.591302410E-2,1.149216816E-1,9.797372818E0,9.798112618E0
3.868792916E0,-3.351882473E-2,1.101332754E-1,9.804554939E0,9.805230768E0
3.870792649E0,-4.070143029E-2,1.125274822E-1,9.799766541E0,9.800497094E0
3.872792382E0,-3.830722719E-2,1.053448766E-1,9.792584419E0,9.793225954E0
3.874792115E0,-4.309562966E-2,1.125274822E-1,9.814131737E0,9.814871442E0
3.876791848E0,-4.070143029E-2,1.101332754E-1,9.787796021E0,9.788500237E0
3.878791581E0,-3.591302410E-2,1.197100878E-1,9.792584419E0,9.793381942E0
3.880791314E0,-3.830722719E-2,1.197100878E-1,9.794978142E0,9.795784540E0
3.882791114E0,-4.070143029E-2,1.244984865E-1,9.792584419E0,9.793460374E0
3.884790914E0,-3.591302410E-2,1.005564705E-1,9.785401344E0,9.785983896E0
3.886790647E0,-4.309562966E-2,9.097966552E-2,9.804554939E0,9.805071753E0
3.888790380E0,-4.788403213E-2,9.576806426E-2,9.802161217E0,9.802745989E0
3.890789946E0,-3.830722719E-2,1.053448766E-1,9.794978142E0,9.795619520E0
3.892789679E0,-3.830722719E-2,1.005564705E-1,9.794978142E0,9.795569195E0
3.894789412E0,-3.830722719E-2,9.576806426E-2,9.794978142E0,9.795521209E0
3.896789145E0,-3.830722719E-2,8.619125932E-2,9.794978142E0,9.795432261E0
3.898788945E0,-4.309562966E-2,9.097966552E-2,9.794978142E0,9.795495461E0
3.900788678E0,-4.070143029E-2,9.576806426E-2,9.780612946E0,9.781166481E0
3.902788411E0,-4.309562966E-2,9.337386489E-2,9.787796021E0,9.788336266E0
3.904788611E0,-4.070143029E-2,8.858546615E-2,9.787796021E0,9.788281511E0
3.906788344E0,-3.830722719E-2,8.379705995E-2,9.792584419E0,9.793017870E0
3.908788077E0,-4.070143029E-2,7.900865376E-2,9.797372818E0,9.797775927E0
3.910787810E0,-3.830722719E-2,9.337386489E-2,9.804554939E0,9.805074384E0
3.912787543E0,-3.830722719E-2,9.097966552E-2,9.804554939E0,9.805051876E0
3.914787343E0,-3.351882473E-2,8.140286058E-2,9.802161217E0,9.802556527E0
3.916787076E0,-3.830722719E-2,1.077390760E-1,9.799766541E0,9.800433633E0
3.918786809E0,-2.873042040E-2,9.097966552E-2,9.790189743E0,9.790654623E0
3.920786542E0,-2.873042040E-2,9.816227108E-2,9.785401344E0,9.785935864E0
3.922786275E0,-3.351882473E-2,1.101332754E-1,9.794978142E0,9.795654631E0
3.924786008E0,-3.591302410E-2,1.125274822E-1,9.799766541E0,9.800478378E0
3.926785741E0,-3.591302410E-2,1.077390760E-1,9.797372818E0,9.798031006E0
3.928785474E0,-3.351882473E-2,9.816227108E-2,9.804554939E0,9.805103615E0
3.930785274E0,-2.873042040E-2,8.858546615E-2,9.799766541E0,9.800209032E0
3.932785007E0,-2.633621916E-2,8.858546615E-2,9.794978142E0,9.795414120E0
3.934784740E0,-2.633621916E-2,9.816227108E-2,9.790189743E0,9.790717269E0
3.936784473E0,-2.873042040E-2,9.097966552E-2,9.792584419E0,9.793049185E0
3.938784206E0,-3.112462163E-2,9.576806426E-2,9.794978142E0,9.795495754E0
3.940783939E0,-4.309562966E-2,1.029506698E-1,9.804554939E0,9.805190137E0
3.942783672E0,-5.027823523E-2,9.337386489E-2,9.802161217E0,9.802734879E0
3.944783405E0,-4.070143029E-2,1.005564705E-1,9.811738014E0,9.812337696E0
3.946783205E0,-3.830722719E-2,1.005564705E-1,9.797372818E0,9.797963726E0
3.948782938E0,-3.830722719E-2,1.005564705E-1,9.802161217E0,9.802751836E0
3.950782671E0,-3.591302410E-2,9.576806426E-2,9.790189743E0,9.790724001E0
3.952782404E0,-3.351882473E-2,9.337386489E-2,9.792584419E0,9.793086939E0
3.954782137E0,-2.633621916E-2,8.140286058E-2,9.799766541E0,9.800140013E0
3.956781870E0,-3.112462163E-2,7.422025502E-2,9.794978142E0,9.795308785E0
3.958781603E0,-3.830722719E-2,9.097966552E-2,9.799766541E0,9.800263721E0
3.960781403E0,-3.351882473E-2,1.053448766E-1,9.802161217E0,9.802784583E0
3.962780936E0,-2.873042040E-2,1.029506698E-1,9.794978142E0,9.795561295E0
3.964780202E0,-4.070143029E-2,9.097966552E-2,9.794978142E0,9.795485220E0
3.966779935E0,-3.591302410E-2,8.619125932E-2,9.792584419E0,9.793029577E0
3.968779668E0,-3.591302410E-2,9.576806426E-2,9.794978142E0,9.795512139E0
3.970779401E0,-2.633621916E-2,1.077390760E-1,9.797372818E0,9.798000584E0
3.972779134E0,-2.873042040E-2,1.101332754E-1,9.806949615E0,9.807610083E0
3.974778867E0,-3.112462163E-2,9.337386489E-2,9.806949615E0,9.807443509E0
3.976778667E0,-2.154781483E-2,1.029506698E-1,9.799766541E0,9.800330984E0
3.978778467E0,-3.112462163E-2,1.125274822E-1,9.802161217E0,9.802856507E0
3.980778200E0,-3.351882473E-2,1.053448766E-1,9.804554939E0,9.805178153E0
3.982777933E0,-2.873042040E-2,1.077390760E-1,9.809343338E0,9.809977057E0
3.984777666E0,-4.309562966E-2,9.576806426E-2,9.804554939E0,9.805117353E0
3.986777399E0,-4.309562966E-2,8.619125932E-2,9.799766541E0,9.800240324E0
3.988777132E0,-3.112462163E-2,8.858546615E-2,9.794978142E0,9.795428164E0
3.990776865E0,-2.873042040E-2,9.816227108E-2,9.814131737E0,9.814664692E0
3.992776765E0,-2.154781483E-2,9.816227108E-2,9.802161217E0,9.802676403E0
3.994776498E0,-2.394201607E-2,9.337386489E-2,9.797372818E0,9.797847010E0
3.996776231E0,-3.591302410E-2,1.029506698E-1,9.804554939E0,9.805161199E0
3.998775964E0,-4.070143029E-2,1.029506698E-1,9.806949615E0,9.807574430E0
4.000775697E0,-2.873042040E-2,9.337386489E-2,9.814131737E0,9.814617968E0
4.002775430E0,-3.591302410E-2,9.576806426E-2,9.811738014E0,9.812271099E0
4.004775163E0,-3.591302410E-2,8.858546615E-2,9.809343338E0,9.809809063E0
4.006774896E0,-3.591302410E-2,9.576806426E-2,9.816526413E0,9.817059238E0
4.008774696E0,-2.873042040E-2,9.816227108E-2,9.814131737E0,9.814664692E0
4.010774429E0,-3.351882473E-2,1.005564705E-1,9.823708534E0,9.824280354E0
4.012774162E0,-3.351882473E-2,1.005564705E-1,9.821314812E0,9.821886771E0
4.014773895E0,-2.873042040E-2,9.337386489E-2,9.816526413E0,9.817012526E0
4.016773628E0,-3.591302410E-2,8.379705995E-2,9.811738014E0,9.812161564E0
4.018773361E0,-4.070143029E-2,8.140286058E-2,9.804554939E0,9.804977338E0
4.020773094E0,-3.591302410E-2,1.053448766E-1,9.806949615E0,9.807581152E0
4.022773094E0,-4.070143029E-2,1.053448766E-1,9.802161217E0,9.802811774E0
4.024772894E0,-4.309562966E-2,1.029506698E-1,9.809343338E0,9.809978226E0
4.026772627E0,-3.830722719E-2,1.005564705E-1,9.811738014E0,9.812328057E0
4.028772360E0,-3.351882473E-2,1.005564705E-1,9.811738014E0,9.812310532E0
4.030772093E0,-3.830722719E-2,1.029506698E-1,9.814131737E0,9.814746458E0
4.032771826E0,-4.788403213E-2,1.077390760E-1,9.814131737E0,9.814839904E0
4.034771559E0,-4.548983276E-2,9.816227108E-2,9.804554939E0,9.805151846E0
4.036771292E0,-3.112462163E-2,8.619125932E-2,9.799766541E0,9.800194994E0
4.038771025E0,-2.873042040E-2,9.576806426E-2,9.811738014E0,9.812247440E0
4.040770825E0,-2.873042040E-2,1.149216816E-1,9.811738014E0,9.812453072E0
4.042770558E0,-2.873042040E-2,1.077390760E-1,9.802161217E0,9.802795401E0
4.044770291E0,-2.873042040E-2,1.053448766E-1,9.797372818E0,9.797981278E0
4.046770024E0,-2.873042040E-2,1.125274822E-1,9.794978142E0,9.795666627E0
4.048769757E0,-4.309562966E-2,9.337386489E-2,9.797372818E0,9.797912535E0
4.050769490E0,-4.548983276E-2,9.097966552E-2,9.797372818E0,9.797900834E0
4.052769123E0,-4.309562966E-2,1.053448766E-1,9.809343338E0,9.810003644E0
4.054768923E0,-3.351882473E-2,1.029506698E-1,9.797372818E0,9.797971039E0
4.056768723E0,-3.112462163E-2,1.005564705E-1,9.794978142E0,9.795543739E0
4.058768456E0,-3.591302410E-2,1.005564705E-1,9.792584419E0,9.793166544E0
4.060768189E0,-2.154781483E-2,1.029506698E-1,9.797372818E0,9.797937399E0
4.062767922E0,-2.154781483E-2,1.077390760E-1,9.799766541E0,9.800382455E0
4.064767655E0,-3.591302410E-2,1.053448766E-1,9.802161217E0,9.802793062E0
4.066767388E0,-3.591302410E-2,1.053448766E-1,9.806949615E0,9.807581152E0
4.068767121E0,-2.873042040E-2,1.005564705E-1,9.802161217E0,9.802719090E0
4.070766921E0,-3.591302410E-2,9.097966552E-2,9.806949615E0,9.807437372E0
4.072766654E0,-4.548983276E-2,8.858546615E-2,9.802161217E0,9.802667047E0
4.074766387E0,-4.070143029E-2,9.816227108E-2,9.811738014E0,9.812313453E0
4.076766120E0,-3.112462163E-2,1.029506698E-1,9.804554939E0,9.805144830E0
4.078765853E0,-3.351882473E-2,9.816227108E-2,9.802161217E0,9.802710026E0
4.080765586E0,-4.788403213E-2,1.077390760E-1,9.814131737E0,9.814839904E0
4.082765319E0,-4.548983276E-2,1.149216816E-1,9.814131737E0,9.814909988E0
4.084765052E0,-3.351882473E-2,1.101332754E-1,9.816526413E0,9.817201417E0
4.086764852E0,-3.112462163E-2,1.005564705E-1,9.814131737E0,9.814696230E0
4.088764585E0,-4.548983276E-2,9.576806426E-2,9.799766541E0,9.800340050E0
4.090764318E0,-3.591302410E-2,8.858546615E-2,9.794978142E0,9.795444550E0
4.092764051E0,-3.591302410E-2,9.097966552E-2,9.797372818E0,9.797861051E0
4.094763784E0,-3.830722719E-2,9.097966552E-2,9.797372818E0,9.797870119E0
4.096763517E0,-2.394201607E-2,9.097966552E-2,9.802161217E0,9.802612664E0
4.098763250E0,-3.351882473E-2,8.858546615E-2,9.804554939E0,9.805012415E0
4.100762983E0,-4.788403213E-2,8.379705995E-2,9.809343338E0,9.809818120E0
4.102762783E0,-4.070143029E-2,8.140286058E-2,9.811738014E0,9.812160103E0
4.104762516E0,-2.873042040E-2,8.858546615E-2,9.797372818E0,9.797815418E0
4.106762249E0,-1.915361360E-2,1.077390760E-1,9.794978142E0,9.795589383E0
4.108761982E0,-2.394201607E-2,1.029506698E-1,9.799766541E0,9.800336541E0
4.110761715E0,-3.351882473E-2,1.029506698E-1,9.797372818E0,9.797971039E0
4.112761448E0,-4.548983276E-2,1.053448766E-1,9.804554939E0,9.805226383E0
4.114761181E0,-3.351882473E-2,9.337386489E-2,9.797372818E0,9.797875092E0
4.116760914E0,-2.633621916E-2,9.097966552E-2,9.790189743E0,9.790647890E0
4.118760714E0,-3.591302410E-2,9.097966552E-2,9.797372818E0,9.797861051E0
4.120760447E0,-3.351882473E-2,1.029506698E-1,9.806949615E0,9.807547253E0
4.122759747E0,-3.830722719E-2,1.125274822E-1,9.804554939E0,9.805275490E0
4.124759480E0,-4.548983276E-2,1.125274822E-1,9.799766541E0,9.800518150E0
4.126759213E0,-3.112462163E-2,9.816227108E-2,9.799766541E0,9.800307588E0
4.128758946E0,-3.591302410E-2,1.029506698E-1,9.806949615E0,9.807555727E0
4.130758679E0,-3.591302410E-2,8.858546615E-2,9.799766541E0,9.800232721E0
4.132758479E0,-3.351882473E-2,9.337386489E-2,9.802161217E0,9.802663246E0
4.134758279E0,-4.070143029E-2,9.576806426E-2,9.802161217E0,9.802713535E0
4.136758012E0,-3.830722719E-2,9.576806426E-2,9.806949615E0,9.807492020E0
4.138757745E0,-3.112462163E-2,9.816227108E-2,9.802161217E0,9.802702132E0
4.140757478E0,-2.633621916E-2,9.097966552E-2,9.802161217E0,9.802618804E0
4.142757211E0,-2.873042040E-2,8.619125932E-2,9.797372818E0,9.797794063E0
4.144756944E0,-2.633621916E-2,8.619125932E-2,9.797372818E0,9.797787335E0
4.146756677E0,-3.591302410E-2,9.097966552E-2,9.799766541E0,9.800254655E0
4.148756477E0,-3.112462163E-2,8.379705995E-2,9.804554939E0,9.804962430E0
4.150756210E0,-3.112462163E-2,9.337386489E-2,9.802161217E0,9.802655351E0
4.152755010E0,-2.633621916E-2,9.816227108E-2,9.799766541E0,9.800293551E0
4.154754743E0,-2.873042040E-2,9.337386489E-2,9.802161217E0,9.802648042E0
4.156754476E0,-4.548983276E-2,8.379705995E-2,9.802161217E0,9.802624944E0
4.158754209E0,-5.027823523E-2,9.337386489E-2,9.802161217E0,9.802734879E0
4.160753942E0,-5.267243832E-2,8.619125932E-2,9.790189743E0,9.790710828E0
4.162753675E0,-5.267243832E-2,8.858546615E-2,9.785401344E0,9.785944065E0
4.164753475E0,-4.788403213E-2,1.053448766E-1,9.799766541E0,9.800449718E0
4.166753208E0,-3.830722719E-2,1.125274822E-1,9.816526413E0,9.817246085E0
4.168752941E0,-3.830722719E-2,9.576806426E-2,9.814131737E0,9.814673745E0
4.170752674E0,-3.351882473E-2,1.077390760E-1,9.809343338E0,9.809992250E0
4.172752407E0,-3.830722719E-2,1.053448766E-1,9.802161217E0,9.802802125E0
4.174752140E0,-4.070143029E-2,9.097966552E-2,9.802161217E0,9.802667924E0
4.176751873E0,-3.351882473E-2,9.337386489E-2,9.799766541E0,9.800268692E0
4.178751606E0,-3.830722719E-2,9.816227108E-2,9.797372818E0,9.797939447E0
4.180751406E0,-2.873042040E-2,8.858546615E-2,9.797372818E0,9.797815418E0
4.182751606E0,-3.112462163E-2,8.619125932E-2,9.802161217E0,9.802589566E0
4.184751372E0,-3.112462163E-2,9.337386489E-2,9.797372818E0,9.797867194E0
4.186751138E0,-3.591302410E-2,1.029506698E-1,9.802161217E0,9.802767625E0
4.188750904E0,-3.830722719E-2,1.077390760E-1,9.799766541E0,9.800433633E0
4.190750670E0,-4.309562966E-2,1.029506698E-1,9.816526413E0,9.817160837E0
4.192750436E0,-4.788403213E-2,8.858546615E-2,9.816526413E0,9.817042889E0
4.194750202E0,-3.112462163E-2,1.077390760E-1,9.809343338E0,9.809984362E0
4.196750035E0,-2.633621916E-2,1.005564705E-1,9.811738014E0,9.812288625E0
4.198749801E0,-4.070143029E-2,9.816227108E-2,9.797372818E0,9.797949100E0
4.200749567E0,-4.309562966E-2,1.029506698E-1,9.794978142E0,9.795613961E0
4.202749333E0,-4.309562966E-2,1.101332754E-1,9.799766541E0,9.800480132E0
4.204749099E0,-5.027823523E-2,9.576806426E-2,9.799766541E0,9.800363446E0
4.206748865E0,-5.027823523E-2,8.858546615E-2,9.799766541E0,9.800295890E0
4.208748631E0,-3.591302410E-2,8.619125932E-2,9.809343338E0,9.809787735E0
4.210748464E0,-1.675941236E-2,7.900865376E-2,9.809343338E0,9.809675834E0
4.212749230E0,-2.394201607E-2,9.097966552E-2,9.816526413E0,9.816977200E0
4.214748996E0,-3.830722719E-2,1.029506698E-1,9.799766541E0,9.800382163E0
4.216748762E0,-3.591302410E-2,1.005564705E-1,9.799766541E0,9.800348239E0
4.218748528E0,-2.873042040E-2,1.149216816E-1,9.799766541E0,9.800482472E0
4.220748294E0,-2.633621916E-2,1.005564705E-1,9.797372818E0,9.797924236E0
4.222748060E0,-3.351882473E-2,1.005564705E-1,9.799766541E0,9.800339758E0
4.224747826E0,-3.591302410E-2,9.576806426E-2,9.806949615E0,9.807482961E0
4.226747659E0,-3.591302410E-2,1.053448766E-1,9.797372818E0,9.798004972E0
4.228747492E0,-3.591302410E-2,1.005564705E-1,9.804554939E0,9.805136353E0
4.230747392E0,-5.267243832E-2,8.858546615E-2,9.809343338E0,9.809884734E0
4.232747158E0,-3.830722719E-2,9.816227108E-2,9.809343338E0,9.809909276E0
4.234746924E0,-3.351882473E-2,1.053448766E-1,9.809343338E0,9.809966248E0
4.236746690E0,-2.633621916E-2,1.197100878E-1,9.804554939E0,9.805321089E0
4.238746456E0,-2.873042040E-2,1.221042871E-1,9.799766541E0,9.800569327E0
4.240746222E0,-5.267243832E-2,1.005564705E-1,9.802161217E0,9.802818498E0
4.242746022E0,-6.224924326E-2,9.816227108E-2,9.799766541E0,9.800455859E0
4.244745755E0,-5.027823523E-2,1.077390760E-1,9.802161217E0,9.802882236E0
4.246745488E0,-3.830722719E-2,9.816227108E-2,9.806949615E0,9.807515691E0
4.248745221E0,-3.830722719E-2,8.858546615E-2,9.804554939E0,9.805029953E0
4.250744954E0,-2.873042040E-2,1.029506698E-1,9.797372818E0,9.797955828E0
4.252744687E0,-1.915361360E-2,1.053448766E-1,9.799766541E0,9.800351456E0
4.254744420E0,-2.394201607E-2,1.125274822E-1,9.790189743E0,9.790865685E0
4.256744153E0,-4.309562966E-2,1.077390760E-1,9.790189743E0,9.790877394E0
4.258743953E0,-2.873042040E-2,9.576806426E-2,9.794978142E0,9.795488439E0
4.260743686E0,-5.267243832E-2,1.053448766E-1,9.799766541E0,9.800474283E0
4.262743419E0,-5.027823523E-2,1.029506698E-1,9.797372818E0,9.798042706E0
4.264743152E0,-4.070143029E-2,1.053448766E-1,9.790189743E0,9.790841095E0
4.266742885E0,-3.830722719E-2,9.097966552E-2,9.792584419E0,9.793081964E0
4.268742618E0,-3.351882473E-2,9.097966552E-2,9.802161217E0,9.802640732E0
4.270742351E0,-3.351882473E-2,1.005564705E-1,9.806949615E0,9.807522413E0
4.272742317E0,-3.351882473E-2,1.029506698E-1,9.811738014E0,9.812335360E0
